Time 	 VoltageL1 	 VoltageL2 	 VoltageL3 	 VoltageR1 	 VoltageR2 	 VoltageR3 	 CurrentL1 	 CurrentL2 	 CurrentL3 	 CurrentR1 	 CurrentR2 	 CurrentR3 	 Gyrot SPI Gyro Angle 	 SPI Gyro Rate 	 Analog Gyro Angle 	 Analog Gyro Rate 	 Left Encoder Position 	 Left Encoder Rate 	 Right Encoder Position 	 Right Encoder Rate 	 Lift Voltage 	 Lift Current 	 Lift Position 	 Lift Rate
13.190204	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	147.0100852	-4.49E-04	0	0	0	0	0	0	0	1.125	0	0
13.296223	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	150.5610184	-4.49E-04	0	0	0	0	0	0	0	1.125	0	0
13.391828	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	154.111982	-6.19E-04	0	0	0	0	0	0	0	1.25	0	0
13.495156	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	157.6629388	-6.19E-04	0	0	0	0	0	0	0	1.25	0	0
13.592072	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	161.213872	-6.19E-04	0	0	0	0	0	0	0	1.25	0	0
13.697202	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	165.4750107	-9.60E-04	0	0	0	0	0	0	0	1.25	0	0
13.79088	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	168.3157654	6.22E-05	0	0	0	0	0	0	0	1.125	0	0
13.891003	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	171.8667493	-4.49E-04	0	0	0	0	0	0	0	1.125	0	0
13.991115	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	175.4177163	6.22E-05	0	0	0	0	0	0	0	1.125	0	0
14.091434	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	178.9683924	-6.74E-04	0	0	0	0	0	0	0	1.125	0	0
14.191458	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-6.77E-06	-1.64E-04	0	0	0	0	0	0	0	1.125	0	0
14.291577	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-3.38E-05	-3.34E-04	0	0	0	0	0	0	0	1.125	0	0
14.391697	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-2.71E-05	-1.64E-04	0	0	0	0	0	0	0	1.25	0	0
14.510246	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-2.03E-05	-1.64E-04	0	0	0	0	0	0	0	1.25	0	0
14.606897	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-4.74E-05	1.77E-04	0	0	0	0	0	0	0	1.25	0	0
14.706927	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-9.47E-05	-5.04E-04	0	0	0	0	0	0	0	1.25	0	0
14.80799	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-1.15E-04	-1.64E-04	0	0	0	0	0	0	0	1.25	0	0
14.908284	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-1.56E-04	-1.64E-04	0	0	0	0	0	0	0	1.125	0	0
15.008604	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-1.73E-04	-5.04E-04	0	0	0	0	0	0	0	1.125	0	0
15.108674	0	0	0	0	0	0	0.75	2	0.75	0.25	1	0.5	-1.96E-04	1.77E-04	0	0	0	0	0	0	0	1.125	0	0
15.208532	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-2.50E-04	-5.04E-04	0	0	0	0	0	0	0	1.125	0	0
15.308575	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-2.67E-04	6.76E-06	0	0	0	0	0	0	0	1.125	0	0
15.408312	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-2.77E-04	5.18E-04	0	0	0	0	0	0	0	1.25	0	0
15.509463	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-3.15E-04	-3.34E-04	0	0	0	0	0	0	0	1.25	0	0
15.610114	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-3.48E-04	-6.74E-04	0	0	0	0	0	0	0	1.25	0	0
15.719868	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-3.48E-04	-3.34E-04	0	0	0	0	0	0	0	1.25	0	0
15.817792	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-3.82E-04	-5.04E-04	0	0	0	0	0	0	0	1.125	0	0
15.91782	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-4.09E-04	-5.04E-04	0	0	0	0	0	0	0	1.125	0	0
16.017178	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-4.36E-04	-6.74E-04	0	0	0	0	0	0	0	1.125	0	0
16.117374	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-4.36E-04	-3.34E-04	0	0	0	0	0	0	0	1.125	0	0
16.217289	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-4.70E-04	-1.64E-04	0	0	0	0	0	0	0	1.125	0	0
16.317546	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-4.84E-04	-3.34E-04	0	0	0	0	0	0	0	1.125	0	0
16.417378	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-5.07E-04	-3.34E-04	0	0	0	0	0	0	0	1.25	0	0
16.517142	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-5.14E-04	6.76E-06	0	0	0	0	0	0	0	1.25	0	0
16.617282	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-5.48E-04	-5.04E-04	0	0	0	0	0	0	0	1.25	0	0
16.717545	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-5.79E-04	6.76E-06	0	0	0	0	0	0	0	1.25	0	0
16.816868	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-5.85E-04	1.77E-04	0	0	0	0	0	0	0	1.125	0	0
16.917305	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-6.26E-04	-5.04E-04	0	0	0	0	0	0	0	1.125	0	0
17.016721	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-6.36E-04	-3.34E-04	0	0	0	0	0	0	0	1.125	0	0
17.116933	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-6.60E-04	-3.34E-04	0	0	0	0	0	0	0	1.125	0	0
17.217459	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-6.70E-04	1.77E-04	0	0	0	0	0	0	0	1.125	0	0
17.316737	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-6.87E-04	-3.34E-04	0	0	0	0	0	0	0	1.125	0	0
17.42236	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-6.97E-04	-3.34E-04	0	0	0	0	0	0	0	1.25	0	0
17.517586	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-6.77E-04	0.001198851	0	0	0	0	0	0	0	1.25	0	0
17.617883	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-6.60E-04	6.76E-06	0	0	0	0	0	0	0	1.25	0	0
17.718118	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-6.56E-04	3.47E-04	0	0	0	0	0	0	0	1.25	0	0
17.818485	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-6.73E-04	1.77E-04	0	0	0	0	0	0	0	1.25	0	0
17.917811	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-6.70E-04	-3.34E-04	0	0	0	0	0	0	0	1.125	0	0
18.01811	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-6.66E-04	-1.64E-04	0	0	0	0	0	0	0	1.125	0	0
18.11849	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-6.50E-04	-1.64E-04	0	0	0	0	0	0	0	1.125	0	0
18.217687	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-6.53E-04	-5.04E-04	0	0	0	0	0	0	0	1.125	0	0
18.376758	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-6.73E-04	-5.04E-04	0	0	0	0	0	0	0	1.125	0	0
18.476946	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-6.90E-04	6.76E-06	0	0	0	0	0	0	0	1.25	0	0
18.577649	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-7.24E-04	-3.34E-04	0	0	0	0	0	NaN	0	1.25	0	0
18.677349	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-7.44E-04	3.47E-04	0	0	0	0	0	NaN	0	1.25	0	0
18.777546	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-7.65E-04	-3.34E-04	0	0	0	0	0	NaN	0	1.25	0	0
18.877825	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-7.81E-04	6.76E-06	0	0	0	0	0	0	0	1.125	0	0
18.977982	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-7.75E-04	6.76E-06	0	0	0	0	0	0	0	1.125	0	0
19.078158	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-7.98E-04	-0.001015036	0	0	0	0	0	0	0	1.125	0	0
19.178606	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-7.81E-04	0.00136915	0	0	0	0	0	0	0	1.125	0	0
19.279658	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-7.92E-04	6.76E-06	0	0	0	0	0	0	0	1.125	0	0
19.380072	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-8.02E-04	-5.04E-04	0	0	0	0	0	0	0	1.25	0	0
19.480705	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-8.53E-04	-3.34E-04	0	0	0	0	0	0	0	1.25	0	0
19.591426	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-9.13E-04	-3.34E-04	0	0	0	0	0	0	0	1.25	0	0
19.691551	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-9.54E-04	-1.64E-04	0	0	0	0	0	0	0	1.25	0	0
19.791694	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-9.71E-04	-3.34E-04	0	0	0	0	0	0	0	1.25	0	0
19.891907	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-9.88E-04	-3.34E-04	0	0	0	0	0	0	0	1.125	0	0
19.992395	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001001395	-1.64E-04	0	0	0	0	0	0	0	1.125	0	0
20.091598	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001052141	-8.45E-04	0	0	0	0	0	NaN	0	1.125	0	0
20.191736	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001089355	-1.64E-04	0	0	0	0	0	NaN	0	1.125	0	0
20.292328	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001140102	-3.34E-04	0	0	0	0	0	NaN	0	1.125	0	0
20.392083	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.0011604	-5.04E-04	0	0	0	0	0	0	0	1.25	0	0
20.492365	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.001180699	-5.04E-04	0	0	0	0	0	0	0	1.25	0	0
20.592925	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.00121453	3.47E-04	0	0	0	0	0	0	0	1.25	0	0
20.692757	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.001248361	6.76E-06	0	0	0	0	0	0	0	1.25	0	0
20.793078	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.00125851	-3.34E-04	0	0	0	0	0	0	0	1.25	0	0
20.893088	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.001265276	-3.34E-04	0	0	0	0	0	0	0	1.125	0	0
20.993285	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001299107	1.77E-04	0	0	0	0	0	0	0	1.125	0	0
21.09261	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001343087	6.76E-06	0	0	0	0	0	NaN	0	1.125	0	0
21.19277	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001363386	1.77E-04	0	0	0	0	0	NaN	0	1.125	0	0
21.292948	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001390451	-1.64E-04	0	0	0	0	0	NaN	0	1.125	0	0
21.393168	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001441197	5.18E-04	0	0	0	0	0	0	0	1.125	0	0
21.49332	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.001454729	-1.64E-04	0	0	0	0	0	0	0	1.25	0	0
21.593508	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.001461495	-5.04E-04	0	0	0	0	0	0	0	1.25	0	0
21.693665	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.001502093	6.76E-06	0	0	0	0	0	0	0	1.25	0	0
21.793928	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.00153254	-5.04E-04	0	0	0	0	0	0	0	1.25	0	0
21.894146	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001573137	-1.64E-04	0	0	0	0	0	0	0	1.125	0	0
21.994243	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001576521	6.76E-06	0	0	0	0	0	0	0	1.125	0	0
22.094489	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001613735	-5.04E-04	0	0	0	0	0	0	0	1.125	0	0
22.193795	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001634033	-1.64E-04	0	0	0	0	0	0	0	1.125	0	0
22.293899	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.00167463	-3.34E-04	0	0	0	0	0	0	0	1.125	0	0
22.394202	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001721993	-5.04E-04	0	0	0	0	0	0	0	1.125	0	0
22.494404	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.001759207	-8.45E-04	0	0	0	0	0	0	0	1.25	0	0
22.594368	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.001789655	-6.74E-04	0	0	0	0	0	0	0	1.25	0	0
22.694485	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.001803188	1.77E-04	0	0	0	0	0	0	0	1.25	0	0
22.794765	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.001840402	-1.64E-04	0	0	0	0	0	0	0	1.25	0	0
22.89557	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001847168	-1.64E-04	0	0	0	0	0	0	0	1.125	0	0
22.994944	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.0018607	-1.64E-04	0	0	0	0	0	0	0	1.125	0	0
23.095137	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001870849	-1.64E-04	0	0	0	0	0	0	0	1.125	0	0
23.195671	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001894531	1.77E-04	0	0	0	0	0	0	0	1.125	0	0
23.296472	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001911447	8.58E-04	0	0	0	0	0	0	0	1.125	0	0
23.394846	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001928362	6.76E-06	0	0	0	0	0	0	0	1.125	0	0
23.494663	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.001924979	6.76E-06	0	0	0	0	0	0	0	1.25	0	0
23.595029	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.001918213	-3.34E-04	0	0	0	0	0	0	0	1.25	0	0
23.694562	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.001941894	1.77E-04	0	0	0	0	0	0	0	1.25	0	0
23.794902	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.001945277	3.47E-04	0	0	0	0	0	0	0	1.25	0	0
23.895389	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.00195881	6.76E-06	0	0	0	0	0	0	0	1.125	0	0
23.996735	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001948661	-1.64E-04	0	0	0	0	0	0	0	1.125	0	0
24.094887	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.001979108	-5.04E-04	0	0	0	0	0	0	0	1.125	0	0
24.195458	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.00200279	6.76E-06	0	0	0	0	0	0	0	1.125	0	0
24.295026	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.002060303	-5.04E-04	0	0	0	0	0	0	0	1.125	0	0
24.395696	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.002080601	-1.64E-04	0	0	0	0	0	0	0	1.25	0	0
24.60998	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.002165178	3.47E-04	0	0	0	0	0	0	0	1.25	0	0
24.709752	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.002202392	-8.45E-04	0	0	0	0	0	0	0	1.25	0	0
24.810281	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.00223284	-5.04E-04	0	0	0	0	0	0	0	1.25	0	0
24.909557	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.002256522	-5.04E-04	0	0	0	0	0	0	0	1.125	0	0
25.009613	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.002317418	-3.34E-04	0	0	0	0	0	NaN	0	1.125	0	0
25.109677	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.002344482	-6.74E-04	0	0	0	0	0	NaN	0	1.125	0	0
25.209698	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.002361398	-1.64E-04	0	0	0	0	0	NaN	0	1.125	0	0
25.309972	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.002415527	-5.04E-04	0	0	0	0	0	NaN	0	1.125	0	0
25.410219	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.002412144	6.76E-06	0	0	0	0	0	0	0	1.125	0	0
25.510226	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.002401995	-3.34E-04	0	0	0	0	0	0	0	1.25	0	0
25.610338	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.002435826	-1.64E-04	0	0	0	0	0	0	0	1.25	0	0
25.709876	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.002442592	6.88E-04	0	0	0	0	0	0	0	1.25	0	0
25.819483	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.002500104	-3.34E-04	0	0	0	0	0	0	0	1.25	0	0
25.920443	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.002527169	-5.04E-04	0	0	0	0	0	0	0	1.125	0	0
26.021436	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.002561	-8.45E-04	0	0	0	0	0	0	0	1.125	0	0
26.122414	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.002588065	-1.64E-04	0	0	0	0	0	0	0	1.125	0	0
26.223412	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.002584682	-6.74E-04	0	0	0	0	0	0	0	1.125	0	0
26.323549	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.002591448	-1.64E-04	0	0	0	0	0	0	0	1.125	0	0
26.423491	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.002574532	3.47E-04	0	0	0	0	0	0	0	1.125	0	0
26.523514	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.002598214	6.76E-06	0	0	0	0	0	0	0	1.25	0	0
26.623474	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.002621896	-1.64E-04	0	0	0	0	0	0	0	1.25	0	0
26.724846	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.002669259	6.76E-06	0	0	0	0	0	0	0	1.25	0	0
26.826189	0	0	0	0	0	0	0.75	2.125	0.875	0.25	1	0.5	-0.002709856	-8.45E-04	0	0	0	0	0	0	0	1.25	0	0
26.924541	0	0	0	0	0	0	0.75	2	0.875	0.25	1	0.5	-0.002726772	5.18E-04	0	0	0	0	0	NaN	0	1.125	0	0
