Time 	 VoltageL1 	 VoltageL2 	 VoltageL3 	 VoltageR1 	 VoltageR2 	 VoltageR3 	 CurrentL1 	 CurrentL2 	 CurrentL3 	 CurrentR1 	 CurrentR2 	 CurrentR3 	 Gyrot SPI Gyro Angle 	 SPI Gyro Rate 	 Analog Gyro Angle 	 Analog Gyro Rate 	 Left Encoder Position 	 Left Encoder Rate 	 Right Encoder Position 	 Right Encoder Rate 	 Lift Voltage 	 Lift Current 	 Lift Position 	 Lift Rate
10.010773	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	1.0	0.5	43.57731415276678	0.013610401619629947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
10.110231	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	1.0	0.5	47.09182834381184	0.013950999554897805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
10.210735	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	1.0	0.5	50.60620721120708	0.015313391295969231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
10.31037	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	1.0	0.5	54.12062667569726	0.012248009878558518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
10.411003	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	1.0	0.5	57.635103652738614	0.013269803684362088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
10.510439	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	0.875	0.5	61.14973286888601	0.015483690263603163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
10.610817	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	0.875	0.5	64.66438238358089	0.014121298522531732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
10.710874	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	0.875	0.5	68.17906572918821	0.018378772713379947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
10.81029	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	0.875	0.5	71.69394529408778	0.018889669616281732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
10.911241	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	0.875	0.5	75.20877411261867	0.018719370648647805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
11.011071	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	0.875	0.5	78.72351497077716	0.018378772713379947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
11.110528	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	1.0	0.5	82.23827951057437	0.017356978907576374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
11.213029	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	1.0	0.5	86.45609777445014	0.020081762389719232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
11.310654	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	1.0	0.5	89.9709841055322	0.018719370648647805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
11.410802	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	1.0	0.5	93.48583322261055	0.019400566519183517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
11.510302	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	1.0	0.5	97.00078383242627	0.01923026755154959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
11.611345	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	0.875	0.5	100.51556190458847	0.01701638097230852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
11.711014	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	1.0	0.5	104.03036365838938	0.01803817477811209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
11.81203	0.0	0.0	0.0	0.0	0.0	0.0	0.625	2.0	0.625	0.125	0.875	0.5	107.54523645710645	0.017356978907576374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0
