Time 	 VoltageL1 	 VoltageL2 	 VoltageL3 	 VoltageR1 	 VoltageR2 	 VoltageR3 	 CurrentL1 	 CurrentL2 	 CurrentL3 	 CurrentR1 	 CurrentR2 	 CurrentR3 	 Gyrot SPI Gyro Angle 	 SPI Gyro Rate 	 Analog Gyro Angle 	 Analog Gyro Rate 	 Left Encoder Position 	 Left Encoder Rate 	 Right Encoder Position 	 Right Encoder Rate
16.454218	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	13.500045387499997	1.575	0.0	0.0	0.0	0.0	
16.571279	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	13.686208262499992	1.4375	0.0	0.0	0.0	0.0	
16.648226	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	13.802587199999994	1.65	0.0	0.0	0.0	0.0	
16.740135	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	13.948040374999994	1.575	0.0	0.0	0.0	0.0	
16.840093	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	14.10242751249999	1.6	0.0	0.0	0.0	0.0	
16.935475	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	14.248256412499991	1.325	0.0	0.0	0.0	0.0	
17.041006	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	14.42175454999999	1.6125	0.0	0.0	0.0	0.0	
17.13853	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	14.57329208749999	1.575	0.0	0.0	0.0	0.0	
17.247598	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	14.750486637499987	1.4875	0.0	0.0	0.0	0.0	
17.339236	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	14.902653224999987	1.6875	0.0	0.0	0.0	0.0	
17.452607	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	15.08268499999999	1.5	0.0	0.0	0.0	0.0	
17.567377	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	15.26255722499999	1.5	0.0	0.0	0.0	0.0	
17.646471	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	15.396580487499994	1.3375	0.0	0.0	0.0	0.0	
17.734267	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	15.531657299999992	1.825	0.0	0.0	0.0	0.0	
17.848268	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	15.717324837499989	1.5	0.0	0.0	0.0	0.0	
17.934106	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	15.851612762499991	1.5375	0.0	0.0	0.0	0.0	
18.04122	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	16.034523237499997	1.3125	0.0	0.0	0.0	0.0	
18.134063	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	16.1796157625	1.5125	0.0	0.0	0.0	0.0	
18.24063	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	16.3557541	1.65	0.0	0.0	0.0	0.0	
18.363311	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.0	1.7375	0.0	0.0	0.0	0.0	
18.434929	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.009792486162928934	1.7875	0.0	0.0	0.0	0.0	
18.560363	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.017825414582160654	1.7125	0.0	0.0	0.0	0.0	
18.635201	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.02121630418750595	1.5625	0.0	0.0	0.0	0.0	
18.739625	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.01998872085422658	1.5875	0.0	0.0	0.0	0.0	
18.839311	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.017023857770251	1.6	0.0	0.0	0.0	0.0	
18.942132	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.014466266083216238	1.6625	0.0	0.0	0.0	0.0	
19.043563	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.015323007551842328	1.575	0.0	0.0	0.0	0.0	
19.140512	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.018876763558456747	1.6375	0.0	0.0	0.0	0.0	
19.242292	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.021062759653184073	1.825	0.0	0.0	0.0	0.0	
19.340897	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.02378995392927183	1.6375	0.0	0.0	0.0	0.0	
19.617883	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	-0.03227408141335446	1.6125	0.0	0.0	0.0	0.0	
19.646897	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	-0.030604895610140424	1.775	0.0	0.0	0.0	0.0	
19.725532	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	-0.02587779995160749	1.775	0.0	0.0	0.0	0.0	
19.831226	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	-0.02166498814422089	1.6	0.0	0.0	0.0	0.0	
19.930946	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	-0.018250288417994268	1.45	0.0	0.0	0.0	0.0	
20.036963	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	-0.014205609966428997	1.6875	0.0	0.0	0.0	0.0	
20.121716	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	-0.010633256181586882	1.5	0.0	0.0	0.0	0.0	
20.222503	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	-0.005918771164403526	1.5375	0.0	0.0	0.0	0.0	
20.339339	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	2.1883756649040357E-4	1.7	0.0	0.0	0.0	0.0	
20.43577	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.009332723536443675	1.7	0.0	0.0	0.0	0.0	
20.540403	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.005976350954797604	1.3375	0.0	0.0	0.0	0.0	
20.640175	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.0029894437236023513	1.7375	0.0	0.0	0.0	0.0	
20.766392	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.0015614386827570983	1.4375	0.0	0.0	0.0	0.0	
20.852061	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	-3.306174197799296E-5	1.6	0.0	0.0	0.0	0.0	
