Time 	 VoltageL1 	 VoltageL2 	 VoltageL3 	 VoltageR1 	 VoltageR2 	 VoltageR3 	 CurrentL1 	 CurrentL2 	 CurrentL3 	 CurrentR1 	 CurrentR2 	 CurrentR3 	 Gyrot SPI Gyro Angle 	 SPI Gyro Rate 	 Analog Gyro Angle 	 Analog Gyro Rate 	 Left Encoder Position 	 Left Encoder Rate 	 Right Encoder Position 	 Right Encoder Rate
11.516499	0.371875	0.371875	0.371875	-0.09296875	-0.09296875	-0.09296875	0.75	2.25	0.875	0.125	1.0	0.5	0.0938943144257667	-0.1859269830405846	6.255004175000008	1.7	0.0	0.0	0.0	0.0	
11.61697	0.371875	0.371875	0.371875	-0.09296875	-0.09296875	-0.09296875	0.75	2.0	0.875	0.125	1.0	0.5	0.10021054578099142	0.158417529515219	6.4333791125000115	1.7875	0.0	0.0	0.0	0.0	
11.716945	0.371875	0.371875	0.371875	-0.09296875	-0.09296875	-0.09296875	0.75	2.0	0.75	0.125	1.0	0.5	0.10103602004487723	-0.15970094202495957	6.611480812500011	1.675	0.0	0.0	0.0	0.0	
11.816286	0.3734375	0.3734375	0.3734375	-0.093359375	-0.093359375	-0.093359375	0.625	2.0	1.25	0.125	1.0	0.5	0.1068650862607595	0.07037296324847793	6.779742600000011	1.8125	0.0	0.0	0.0	0.0	
11.916752	0.3734375	0.3734375	0.3734375	-0.093359375	-0.093359375	-0.093359375	0.75	2.0	0.875	0.125	1.0	0.5	0.10868180625955738	0.09302272594379042	6.9573851875000114	1.7125	0.0	0.0	0.0	0.0	
12.01716	0.37031250000000004	0.37031250000000004	0.37031250000000004	-0.09257812500000001	-0.09257812500000001	-0.09257812500000001	0.75	2.0	0.875	0.125	1.0	0.5	0.12576641704899752	0.11158531341588863	7.130389037500011	1.7875	0.0	0.0	0.0	0.0	
12.117778	0.37031250000000004	0.37031250000000004	0.37031250000000004	-0.09257812500000001	-0.09257812500000001	-0.09257812500000001	0.75	2.125	0.875	0.125	1.0	0.5	0.12926115030553054	-0.06773949950263816	7.301955825000013	1.725	0.0	0.0	0.0	0.0	
12.217248	0.37031250000000004	0.37031250000000004	0.37031250000000004	-0.09257812500000001	-0.09257812500000001	-0.09257812500000001	0.75	2.0	0.75	0.125	1.0	0.5	0.1318492151082873	-0.12564114849817387	7.476049025000011	1.6625	0.0	0.0	0.0	0.0	
12.317895	9.4	9.4	9.4	-0.0734375	-0.0734375	-0.0734375	0.75	2.0	0.75	0.25	1.0	0.5	0.5297650243049529	15.521768595642452	8.048104912500003	20.775	-0.03769911184307752	0.0	-1.9100883333825944	-12.03960396039604	
12.418149	9.55	9.55	9.55	-0.074609375	-0.074609375	-0.074609375	28.625	24.375	25.5	0.5	1.125	0.875	4.1109058143375785	50.089734241847815	12.359932999999963	60.5625	-0.25132741228718347	-1.6	-7.9293798576606385	-50.43960396039604	
12.517962	9.850000000000001	9.850000000000001	9.850000000000001	-0.07695312500000001	-0.07695312500000001	-0.07695312500000001	22.875	23.125	22.875	0.125	1.0	0.5	10.661104993913987	75.57054697510674	19.786477137499983	86.475	-0.6031857894892403	-3.84	-14.89114917801562	-94.59960396039604	
12.617573	10.100000000000001	10.100000000000001	10.100000000000001	-0.07890625000000001	-0.07890625000000001	-0.07890625000000001	20.625	21.5	21.875	0.125	1.0	0.5	18.978529547367593	86.91399091023509	29.163464700000034	99.125	-1.080707872834889	-6.749090909090908	-22.51893614093164	-143.73091709170916	
12.717498	10.25	10.25	10.25	-0.080078125	-0.080078125	-0.080078125	17.375	18.5	19.625	0.125	1.0	0.5	28.386206001030885	100.58457023808107	39.454003875000005	111.45	-1.5707963267948966	-9.94909090909091	-30.586546075350228	-194.9309170917092	
12.818072	10.25	10.25	10.25	-0.080078125	-0.080078125	-0.080078125	14.875	16.375	18.0	0.125	1.0	0.5	39.100371398038256	113.90586638330986	51.61362531250002	124.8375	-1.9352210746113128	-12.166912691269127	-39.081412610657026	-236.43586758675866	
13.006497	10.350000000000001	10.350000000000001	10.350000000000001	-0.08085937500000001	-0.08085937500000001	-0.08085937500000001	14.875	16.375	18.0	0.125	1.0	0.5	61.419602057534256	132.22935410485005	58.73657772500008	133.6375	-2.023185668911827	-10.907338223184022	-55.254331591337284	-252.84437822505652	
13.112365	10.3	10.3	10.3	-0.08046875	-0.08046875	-0.08046875	13.0	15.0	17.5	0.125	1.0	0.5	78.21009027718765	144.51625432067036	92.6305484	156.4125	-1.9100883333825944	-8.069207382062526	-64.62884406964923	-264.60961186991636	
13.2113	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	13.0	15.25	17.125	0.125	1.0	0.5	92.98420875128511	149.9448745119371	110.44979312499993	164.325	-1.8346901096964392	-4.507055248481821	-73.36247164662885	-271.9680946569706	
13.309004	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	12.125	14.0	16.75	0.125	1.0	0.5	108.21157349189833	158.09146622664133	126.38514478749991	167.8125	-1.8095573684677209	-1.3070552484818208	-82.18406381790899	-278.23748241207267	
13.409308	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	11.75	13.75	16.75	0.125	0.875	0.5	123.8768861604154	156.5885778372719	143.51402646249988	174.775	-1.6461945504810518	2.178093266369665	-91.31981525454812	-282.6129279566271	
