Time 	 VoltageL1 	 VoltageL2 	 VoltageL3 	 VoltageR1 	 VoltageR2 	 VoltageR3 	 CurrentL1 	 CurrentL2 	 CurrentL3 	 CurrentR1 	 CurrentR2 	 CurrentR3 	 Gyrot SPI Gyro Angle 	 SPI Gyro Rate 	 Analog Gyro Angle 	 Analog Gyro Rate 	 Left Encoder Position 	 Left Encoder Rate 	 Right Encoder Position 	 Right Encoder Rate 	 Lift Voltage 	 Lift Current
8.839535	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.7533375000000007	1.4625	0.0	0.0	0.0	0.0	0.0	1.25
8.852365	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	0.7693726499999985	1.4375	0.0	0.0	0.0	0.0	0.0	1.25
9.046594	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	1.0862096499999994	1.5875	0.0	0.0	0.0	0.0	0.0	1.25
9.132088	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	1.2224941999999985	1.1875	0.0	0.0	0.0	0.0	0.0	1.25
9.223854	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	1.3782472875000005	1.7125	0.0	0.0	0.0	0.0	0.0	1.25
9.342275	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	1.5734760499999993	1.6125	0.0	0.0	0.0	0.0	0.0	1.25
9.411487	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	1.6826592499999982	1.4625	0.0	0.0	0.0	0.0	0.0	1.25
9.513382	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	1.8460045374999992	1.7	0.0	0.0	0.0	0.0	0.0	1.25
9.611071	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	2.001335749999998	1.375	0.0	0.0	0.0	0.0	0.0	1.25
9.712332	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	2.1643663874999985	1.4375	0.0	0.0	0.0	0.0	0.0	1.25
9.812457	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	2.334167337499997	1.8	0.0	0.0	0.0	0.0	0.0	1.25
9.913399	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	2.4992574249999984	1.5875	0.0	0.0	0.0	0.0	0.0	1.25
10.013591	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	2.650751374999998	1.5375	0.0	0.0	0.0	0.0	0.0	1.25
10.113417	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	2.8143422749999987	1.575	0.0	0.0	0.0	0.0	0.0	1.25
10.214334	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	2.982723512499998	1.625	0.0	0.0	0.0	0.0	0.0	1.25
10.313384	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	3.1414223499999983	1.5625	0.0	0.0	0.0	0.0	0.0	1.25
10.413613	0.0	0.0	0.0	0.0	0.0	0.0	0.75	2.25	0.875	0.5	1.125	0.25	N/A	N/A	3.3050569375000003	1.55	0.0	0.0	0.0	0.0	0.0	1.25
