Time 	 VoltageL1 	 VoltageL2 	 VoltageL3 	 VoltageR1 	 VoltageR2 	 VoltageR3 	 CurrentL1 	 CurrentL2 	 CurrentL3 	 CurrentR1 	 CurrentR2 	 CurrentR3 	 Gyrot SPI Gyro Angle 	 SPI Gyro Rate 	 Analog Gyro Angle 	 Analog Gyro Rate 	 Left Encoder Position 	 Left Encoder Rate 	 Right Encoder Position 	 Right Encoder Rate 	 Lift Voltage 	 Lift Current
8.832644	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	0.9655011249999974	1.3625	0.0	0.0	0.0	0.0	0.0	1.0
8.854877	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	0.9980042374999973	1.6875	0.0	0.0	0.0	0.0	0.0	1.0
8.95847	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	1.162214749999995	1.7125	0.0	0.0	0.0	0.0	0.0	1.0
9.047084	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	1.303000874999995	1.475	0.0	0.0	0.0	0.0	0.0	1.0
9.150339	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	1.471104812499996	1.6125	0.0	0.0	0.0	0.0	0.0	1.0
9.272249	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	1.6731529749999974	1.65	0.0	0.0	0.0	0.0	0.0	1.0
9.354156	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	1.8035163249999977	1.5125	0.0	0.0	0.0	0.0	0.0	1.0
9.475737	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	1.996516374999999	1.6	0.0	0.0	0.0	0.0	0.0	1.0
9.559258	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	2.1375024249999974	1.725	0.0	0.0	0.0	0.0	0.0	1.0
9.654298	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	2.2858841249999973	1.45	0.0	0.0	0.0	0.0	0.0	1.0
9.776912	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	2.4825182249999997	1.575	0.0	0.0	0.0	0.0	0.0	1.0
9.845448	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	2.587607799999997	1.65	0.0	0.0	0.0	0.0	0.0	1.0
9.967883	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	2.787194874999996	1.6125	0.0	0.0	0.0	0.0	0.0	1.0
10.062729	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	2.9448374624999936	1.65	0.0	0.0	0.0	0.0	0.0	1.0
10.163169	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	3.1092750749999927	1.7	0.0	0.0	0.0	0.0	0.0	1.0
10.245147	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	3.2388272249999943	1.675	0.0	0.0	0.0	0.0	0.0	1.0
10.359514	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	3.430212024999994	1.625	0.0	0.0	0.0	0.0	0.0	1.0
10.50692	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	3.6678897499999965	1.4	0.0	0.0	0.0	0.0	0.0	1.0
10.549682	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	3.7365623249999933	1.575	0.0	0.0	0.0	0.0	0.0	1.0
10.646789	0.0	0.0	0.0	0.0	0.0	0.0	0.625	1.875	0.625	0.5	1.0	0.125	N/A	N/A	3.8990382249999946	1.6375	0.0	0.0	0.0	0.0	0.0	1.0
